                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.98926,                0.43554,                 1.1614,                0.97695,                0.97299,                0.98457,                0.70379,                  1.101,                0.36894,                 1.1753,               0.004852,               0.004852,               0.004852
                     28,                0.98489,                0.43157,                   1.16,                0.97817,                0.97423,                0.98766,                0.70715,                 1.1025,                0.36451,                 1.1802,               0.004654,               0.004654,               0.004654
                     29,                0.97217,                0.42754,                 1.1479,                0.97778,                0.96938,                0.98755,                0.70646,                 1.1045,                0.36611,                 1.1765,               0.004456,               0.004456,               0.004456
                     30,                0.96965,                0.42084,                 1.1508,                0.97535,                0.97188,                0.98548,                0.70868,                 1.1028,                 0.3645,                 1.1772,               0.004258,               0.004258,               0.004258
                     31,                0.96597,                0.41624,                 1.1462,                0.97785,                0.97282,                0.98647,                0.70571,                 1.1088,                0.36616,                 1.1823,                0.00406,                0.00406,                0.00406
                     32,                0.95339,                0.41143,                 1.1355,                0.98159,                0.96907,                  0.988,                0.70664,                  1.111,                  0.363,                 1.1823,               0.003862,               0.003862,               0.003862
                     33,                0.94703,                0.40723,                 1.1327,                0.98297,                0.97388,                0.98853,                0.70778,                 1.1091,                0.36239,                 1.1816,               0.003664,               0.003664,               0.003664
                     34,                0.93701,                0.40033,                 1.1266,                0.98033,                0.97376,                0.98837,                0.70913,                 1.1072,                0.35883,                 1.1808,               0.003466,               0.003466,               0.003466
                     35,                0.92548,                0.39573,                 1.1232,                0.98242,                0.97423,                0.98951,                0.70886,                 1.1076,                0.35905,                 1.1813,               0.003268,               0.003268,               0.003268
                     36,                0.92336,                 0.3899,                 1.1193,                0.98156,                 0.9726,                0.98649,                0.70848,                 1.1077,                0.35705,                 1.1805,                0.00307,                0.00307,                0.00307
                     37,                0.91138,                0.38431,                 1.1107,                0.98066,                 0.9744,                0.98633,                0.70765,                 1.1084,                0.35614,                 1.1808,               0.002872,               0.002872,               0.002872
                     38,                0.90129,                0.37833,                 1.1035,                0.97937,                0.97423,                0.98836,                0.70785,                 1.1095,                0.35547,                 1.1835,               0.002674,               0.002674,               0.002674
                     39,                0.89584,                0.37402,                 1.0967,                0.98297,                0.97354,                0.98657,                0.70767,                 1.1108,                0.35445,                 1.1847,               0.002476,               0.002476,               0.002476
                     40,                 0.8884,                0.36602,                 1.0914,                0.98169,                 0.9747,                 0.9872,                0.70727,                 1.1122,                0.35366,                 1.1845,               0.002278,               0.002278,               0.002278
                     41,                0.86624,                0.31237,                 1.1005,                0.98038,                0.97423,                0.98743,                0.70829,                 1.1139,                0.35311,                 1.1863,                0.00208,                0.00208,                0.00208
                     42,                0.84974,                0.30431,                 1.0966,                 0.9823,                0.97423,                0.98801,                0.70808,                 1.1152,                 0.3535,                 1.1882,               0.001882,               0.001882,               0.001882
                     43,                0.83697,                0.30097,                 1.0817,                0.98258,                0.97376,                0.98598,                 0.7088,                 1.1143,                0.35303,                 1.1878,               0.001684,               0.001684,               0.001684
                     44,                 0.8198,                0.29352,                  1.075,                0.98252,                 0.9748,                0.98599,                0.70889,                 1.1161,                0.35318,                 1.1886,               0.001486,               0.001486,               0.001486
                     45,                0.80941,                0.28769,                 1.0709,                0.98204,                 0.9739,                  0.986,                0.70878,                 1.1178,                0.35296,                 1.1902,               0.001288,               0.001288,               0.001288
                     46,                0.80026,                0.28353,                 1.0651,                 0.9825,                0.97318,                0.98637,                0.70864,                 1.1198,                0.35268,                 1.1923,                0.00109,                0.00109,                0.00109
                     47,                0.78595,                0.27753,                 1.0554,                0.98481,                 0.9721,                0.98638,                0.70867,                 1.1212,                0.35324,                 1.1936,               0.000892,               0.000892,               0.000892
                     48,                0.77219,                0.27302,                  1.049,                0.98707,                0.97282,                0.98695,                0.70927,                 1.1226,                0.35251,                  1.195,               0.000694,               0.000694,               0.000694
                     49,                0.76015,                0.26877,                 1.0408,                0.98734,                0.97235,                0.98683,                0.70895,                 1.1243,                0.35342,                 1.1968,               0.000496,               0.000496,               0.000496
                     50,                0.75254,                0.26506,                 1.0395,                0.98778,                0.97235,                0.98692,                0.70867,                 1.1257,                0.35283,                 1.1981,               0.000298,               0.000298,               0.000298
