                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.37621,                0.21202,                0.77258,                0.98685,                0.91747,                0.96678,                0.70982,                 1.0216,                 0.7364,                0.84049,              0.0004952,              0.0004952,              0.0004952
                    154,                0.37462,                 0.2083,                0.77337,                0.98436,                0.90914,                0.96486,                0.71804,                 1.0146,                 0.7619,                0.83748,              0.0004853,              0.0004853,              0.0004853
                    155,                0.38385,                0.21422,                0.77041,                0.98918,                0.91438,                0.96604,                 0.7256,                 1.0237,                0.75643,                0.83677,              0.0004754,              0.0004754,              0.0004754
                    156,                0.37198,                0.20463,                0.76769,                0.99285,                0.92222,                0.96779,                0.72134,                   1.01,                 0.7297,                0.83604,              0.0004655,              0.0004655,              0.0004655
                    157,                0.37733,                0.20348,                0.77126,                0.98891,                0.89207,                0.96179,                0.71339,                 1.0286,                0.78536,                0.83613,              0.0004556,              0.0004556,              0.0004556
                    158,                0.37173,                  0.204,                 0.7754,                0.99269,                0.90557,                0.96362,                0.71118,                 1.0202,                0.77168,                0.83545,              0.0004457,              0.0004457,              0.0004457
                    159,                 0.3652,                 0.2062,                0.77204,                0.99149,                0.91444,                0.96599,                0.71205,                 1.0123,                0.81019,                0.83518,              0.0004358,              0.0004358,              0.0004358
                    160,                0.36103,                0.19828,                0.77188,                0.98771,                0.89299,                0.96366,                0.71082,                  1.018,                0.79733,                0.83167,              0.0004259,              0.0004259,              0.0004259
                    161,                0.36955,                0.20328,                0.77081,                0.97986,                0.90222,                0.95896,                0.70787,                  1.021,                0.83484,                0.83295,               0.000416,               0.000416,               0.000416
                    162,                0.35926,                0.20149,                0.77097,                0.98796,                0.91179,                 0.9672,                 0.7133,                 1.0184,                0.75075,                0.83601,              0.0004061,              0.0004061,              0.0004061
                    163,                0.37052,                0.20332,                0.77475,                 0.9877,                   0.93,                0.96962,                0.71942,                 1.0135,                0.69875,                0.83566,              0.0003962,              0.0003962,              0.0003962
                    164,                0.36758,                0.20171,                0.77075,                 0.9858,                0.92778,                0.96717,                0.71814,                 1.0202,                0.67682,                0.83472,              0.0003863,              0.0003863,              0.0003863
                    165,                0.35845,                0.19923,                0.77085,                0.98937,                0.92222,                0.96712,                0.71785,                 1.0208,                0.69927,                0.83664,              0.0003764,              0.0003764,              0.0003764
                    166,                0.36308,                0.19855,                0.77071,                0.98462,                0.92503,                0.96796,                0.72255,                  1.005,                0.69031,                0.83243,              0.0003665,              0.0003665,              0.0003665
                    167,                0.36317,                0.19532,                0.77414,                0.97542,                 0.9258,                0.96612,                0.72455,                 1.0167,                0.67903,                0.83502,              0.0003566,              0.0003566,              0.0003566
                    168,                0.35722,                0.19793,                0.77238,                0.98025,                0.91444,                0.96666,                0.71351,                 1.0109,                0.70153,                0.83531,              0.0003467,              0.0003467,              0.0003467
                    169,                0.36318,                0.19636,                0.77683,                 0.9856,                0.91252,                  0.964,                0.72228,                 1.0135,                0.71756,                0.83763,              0.0003368,              0.0003368,              0.0003368
                    170,                0.35766,                0.19402,                0.77447,                0.98814,                0.92587,                0.96738,                0.71279,                 1.0194,                0.70837,                0.83539,              0.0003269,              0.0003269,              0.0003269
                    171,                0.35724,                0.19146,                0.77176,                 0.9893,                0.92485,                 0.9683,                0.72394,                 1.0147,                0.71338,                0.83474,               0.000317,               0.000317,               0.000317
                    172,                0.35481,                0.19082,                0.77298,                0.98438,                0.91029,                0.96178,                0.71489,                 1.0141,                0.73544,                0.83366,              0.0003071,              0.0003071,              0.0003071
                    173,                0.35045,                0.19337,                0.77221,                0.98556,                0.90988,                0.96115,                 0.7244,                 1.0029,                0.72334,                0.83055,              0.0002972,              0.0002972,              0.0002972
                    174,                0.35391,                0.19409,                0.76838,                0.98564,                0.91518,                 0.9624,                0.71902,                 1.0154,                0.70767,                0.83518,              0.0002873,              0.0002873,              0.0002873
                    175,                0.34518,                0.19095,                0.77005,                0.99275,                0.91342,                0.96706,                 0.7221,                 1.0095,                0.72111,                0.83386,              0.0002774,              0.0002774,              0.0002774
                    176,                0.34794,                0.18859,                0.77022,                0.99155,                0.91282,                0.96576,                0.72184,                   1.01,                0.75377,                0.83325,              0.0002675,              0.0002675,              0.0002675
                    177,                0.35308,                0.19217,                0.77174,                0.98887,                0.90889,                0.96175,                0.72121,                  1.018,                0.75527,                0.83369,              0.0002576,              0.0002576,              0.0002576
                    178,                0.34509,                0.18904,                0.77579,                0.99403,                0.92488,                0.96795,                0.72238,                 1.0193,                0.70374,                0.83347,              0.0002477,              0.0002477,              0.0002477
                    179,                0.35006,                0.18875,                0.76767,                0.99001,                0.91556,                0.96688,                0.72878,                 1.0029,                0.74449,                0.83112,              0.0002378,              0.0002378,              0.0002378
