frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
301,51,2367.310996008998 1314.2997603306649 3023.059827713075 1870.817465363415,2616.722900390625 1673.974853515625 2761.02001953125 1720.0858154296875,0.3045024871826172,EY61NBG,0.28818745092279846
302,51,2369.066987516967 1318.148097123365 3028.9324119708717 1878.5378538524878,2611.1552734375 1678.7330322265625 2763.343994140625 1727.540771484375,0,0,0
303,51,2370.8229790249356 1321.996433916065 3034.804996228668 1886.2582423415604,2605.587646484375 1683.4912109375 2765.66796875 1734.9957275390625,0.8791415095329285,EY61NBC,0.45836469196448837
304,51,2371.1897374713626 1325.338929959691 3038.4760370603562 1892.5853949671882,2608.36181640625 1686.9964599609375 2766.853515625 1739.27685546875,0.45764464139938354,EY61NBG,0.578493414564541
305,51,2371.348343240608 1332.0308671985229 3040.269334753629 1897.948925928524,2618.28857421875 1692.64306640625 2769.36572265625 1748.1904296875,0.8569075465202332,EY61NBG,0.4035596236378493
306,51,2372.203495247691 1339.9759116651153 3042.88560378948 1906.216585297701,2616.321533203125 1700.3251953125 2775.3818359375 1754.91796875,0.9076011776924133,EY61NBG,0.28996643463229566
307,51,2373.435997468492 1344.118571767159 3046.105051457551 1910.842556479464,2616.000732421875 1705.7918701171875 2774.677734375 1758.771484375,0.9262464046478271,EY61NBG,0.5895934480389156
308,51,2372.9324176855202 1350.371157273892 3046.692067790616 1918.482352131639,2621.12646484375 1713.478515625 2775.8173828125 1766.9498291015625,0.9268969297409058,EV61MBG,0.21294838822662354
309,51,2373.749743575455 1357.1920765839977 3048.6522970711235 1928.8817225381786,2623.4213053385415 1719.7945963541667 2778.0428873697915 1773.4396158854167,0,0,0
310,51,2374.567069465389 1364.0129958941034 3050.612526351631 1939.2810929447182,2625.7161458333335 1726.1106770833333 2780.2683919270835 1779.9294026692708,0,0,0
311,51,2375.3843953553237 1370.833915204209 3052.5727556321385 1949.680463351258,2628.010986328125 1732.4267578125 2782.493896484375 1786.419189453125,0.9009385108947754,EY61NBG,0.35832229859005804
312,51,2375.752734427765 1377.6601957181065 3053.660254983575 1959.7915896659047,2629.4697265625 1741.2923583984375 2784.44189453125 1796.09912109375,0.9181573987007141,EY61NBG,0.6836572511410272
313,51,2376.567710961328 1382.7119866537118 3056.1106782979155 1967.409327870147,2630.5374755859375 1746.4453735351562 2788.291748046875 1801.5444946289062,0,0,0
314,51,2377.382687494891 1387.7637775893174 3058.5611016122557 1975.0270660743893,2631.605224609375 1751.598388671875 2792.1416015625 1806.9898681640625,0.9236692190170288,EY61NBG,0.45909171051479053
315,51,2379.04286895132 1394.1670093199464 3062.0077855890468 1984.2067985935505,2639.3076171875 1761.1878662109375 2789.568359375 1816.281005859375,0.9299739599227905,EY61NBG,0.7961221103397512
316,51,2380.6762733435044 1397.819279573575 3066.5713812162167 1989.6419529737486,2636.16357421875 1768.143310546875 2796.088134765625 1818.800048828125,0.9305755496025085,EY61NBG,0.7762875524934403
317,51,2381.9677132679817 1402.1366091816376 3070.8691209759763 1996.7443542256428,2634.8134765625 1775.843017578125 2798.52490234375 1826.17529296875,0.3395826816558838,EY61NBG,0.6216327740313137
318,51,2382.632952388767 1407.6344463800347 3074.7477341770746 2005.2284334424207,2639.904296875 1781.7454833984375 2802.59716796875 1835.58740234375,0.9188339114189148,EY61NBG,0.6013609545691334
319,51,2382.394988853922 1411.4238801067504 3077.841211485471 2011.7597587768614,2638.24560546875 1784.2470703125 2802.257568359375 1842.7730712890625,0.918434739112854,EY61NBG,0.8052470661959014
320,51,2383.893465494686 1416.2759016487712 3081.361955321857 2019.3736432508254,2645.21142578125 1794.017333984375 2806.5283203125 1848.5321044921875,0.9013341665267944,EY61NBG,0.5114471326537433
321,51,2385.177492605986 1424.578568977408 3084.5060228598195 2029.896063227738,2645.0439453125 1801.17578125 2809.7314453125 1857.2969970703125,0.6586655378341675,EY61NBG,0.701900698326966
322,51,2386.618077572895 1430.9392312161376 3086.5975803292245 2037.3527397936014,2646.13671875 1810.266357421875 2811.818359375 1862.735595703125,0.9318588376045227,EY61NBG,0.2907445905447695
323,51,2389.0060992474973 1437.550484075225 3090.269676434292 2044.3868436629418,2655.2353515625 1818.9539794921875 2817.72802734375 1868.6099853515625,0.3924231231212616,EY61NBG,0.34742261244498807
324,51,2390.3397722749874 1443.3110940324125 3091.420171534191 2051.986968795464,2650.410400390625 1826.09326171875 2817.86328125 1880.1082763671875,0.9262195825576782,EY61NBG,0.5866572710126224
325,51,2392.4425734471142 1448.1418101781385 3094.7691105437716 2058.118923920054,2655.166015625 1829.8106689453125 2821.052490234375 1885.066650390625,0.9000200629234314,EY61NBG,0.5274176139407831
326,51,2394.204987385622 1455.0619647242652 3096.915078648477 2066.495755078732,2661.0927734375 1837.09326171875 2824.765625 1894.291259765625,0.9090868234634399,EY61MBG,0.48344352794744844
327,51,2397.6265008136984 1463.0512675267128 3104.2363468946282 2077.351978940204,2657.66552734375 1848.509033203125 2827.15478515625 1903.78076171875,0.9255579113960266,EY61NBC,0.5567983965512487
328,51,2397.3025559583057 1467.9253746120246 3108.1438982917452 2085.9993355700253,2659.434326171875 1851.357666015625 2826.80810546875 1907.54443359375,0.9301116466522217,EY61NBG,0.5539660759205253
329,51,2400.2289752897805 1475.822237347255 3114.6204751625883 2096.9205129343563,2661.8135986328125 1861.9237060546875 2831.059814453125 1915.9862060546875,0,0,0
330,51,2403.155394621255 1483.719100082485 3121.0970520334317 2107.8416902986874,2664.19287109375 1872.48974609375 2835.3115234375 1924.427978515625,0.8313518762588501,EY61NBG,0.16542787158292477
331,51,2402.825143480632 1488.1587733645447 3124.9438500783403 2114.9100126933845,2666.00244140625 1874.39013671875 2837.04443359375 1930.793701171875,0.915375292301178,EY61NBC,0.2888020109433914
332,51,2403.6849544942047 1494.256512906804 3129.373865064215 2123.382163399127,2671.0877685546875 1882.147216796875 2841.752197265625 1941.3289794921875,0,0,0
333,51,2404.5447655077774 1500.3542524490633 3133.8038800500894 2131.8543141048694,2676.173095703125 1889.904296875 2846.4599609375 1951.8642578125,0.9098904132843018,EY61NBG,0.47742076113239656
334,51,2405.4311812010164 1504.416560088715 3136.5491579209574 2138.329367764749,2675.26513671875 1896.328857421875 2846.2109375 1956.612548828125,0.9206074476242065,EY61NBG,0.48809101292616236
335,51,2407.6084661960313 1509.6015870831393 3140.289339715814 2145.204103975329,2686.38916015625 1911.5343017578125 2849.81494140625 1964.3814697265625,0.8969154357910156,EY61MBG,0.4882614989947895
336,51,2408.8289395390757 1517.1144349079605 3144.3061652125716 2152.0895796486043,2682.6630859375 1918.9793701171875 2853.9736328125 1972.214599609375,0.7801811695098877,EY61NBG,0.6531411813553073
337,51,2410.8962479545025 1521.7944081374687 3149.4657581427173 2153.8054227979806,2682.215087890625 1922.796630859375 2855.64453125 1979.4208984375,0.9018580317497253,EY61MBG,0.7124453815019383
338,51,2411.2423207846937 1528.6362243147678 3152.8063361141326 2158.3523874566226,2687.2197265625 1930.79296875 2858.236328125 1991.843994140625,0.8933281898498535,EY61NBG,0.5932932534306409
339,51,2412.1276437023876 1534.5571565455068 3157.0891125787016 2161.2955580555763,2682.80517578125 1941.0859375 2865.489013671875 2000.4326171875,0.9204134941101074,EY61MBG,0.8150988388941349
340,51,2413.1194462485805 1538.354255157829 3159.987411293879 2161.520358140471,2684.3876953125 1945.9365234375 2867.064697265625 2005.875732421875,0.9248028993606567,EY61NBG,0.7102962294200856
341,51,2413.904098025229 1543.8348511888516 3163.293501573841 2162.7288765835137,2691.611328125 1960.158935546875 2871.03173828125 2012.909423828125,0.9131909608840942,EY61NBG,0.7072846083467869
342,51,2415.1384026450532 1551.781544059269 3167.8769452052275 2164.925400975633,2697.0732421875 1968.089111328125 2873.816162109375 2024.87158203125,0.9068337678909302,EY61NBG,0.5609927461494708
343,51,2419.081643010388 1557.1552084133546 3174.087117854381 2163.1401460301336,2698.59130859375 1970.692138671875 2873.535400390625 2031.4478759765625,0.9091305136680603,EY61NBG,0.5013583922559883
344,51,2422.5555965457447 1563.659905656365 3179.6190123474075 2160.929125332514,2704.056396484375 1981.8671875 2877.609130859375 2039.850341796875,0.9128531217575073,EY61MBG,0.40808423458400567
345,51,2425.075707307117 1570.6395950396313 3184.3921405840974 2160.766340598822,2705.837158203125 1991.9293212890625 2881.078857421875 2050.83154296875,0.9237827658653259,EY61NBG,0.35198472924109414
346,51,2425.6016959724457 1576.0840671404812 3187.5553596241025 2160.011952563568,2711.00927734375 1998.835205078125 2884.0078125 2057.72705078125,0.9319196939468384,EY61NBC,0.8507136617625416
347,51,2427.849242260419 1583.242072338393 3192.204411479893 2160.7158207685115,2711.4041748046875 2009.0280151367188 2888.620361328125 2069.7515869140625,0,0,0
348,51,2430.0967885483924 1590.400077536305 3196.853463335684 2161.419688973455,2711.799072265625 2019.2208251953125 2893.23291015625 2081.776123046875,0.9017548561096191,EY61NBG,0.4095214540077793
349,51,2430.593043696178 1595.1674652797578 3201.4253504530125 2161.174829992949,2717.603271484375 2022.237548828125 2894.74462890625 2085.8037109375,0.8545542359352112,EY61NBG,0.6327096380454045
350,51,2430.1313624460386 1600.2822516179606 3205.2675400408693 2160.737279619921,2716.84375 2037.0062255859375 2900.2275390625 2096.281494140625,0.914916455745697,EY61NBG,0.8626374257608701
351,51,2432.7710794465793 1609.7671909959167 3210.799929649056 2162.2422465883155,2724.900390625 2047.77685546875 2902.08935546875 2106.91455078125,0.7059956789016724,EY61NBG,0.479914670914058
352,51,2435.285922100604 1616.0641931083092 3215.5795042589266 2161.586660812509,2723.9503173828125 2056.405517578125 2907.3603515625 2116.4326171875,0,0,0
353,51,2437.8007647546283 1622.3611952207013 3220.359078868797 2160.931075036702,2723.000244140625 2065.0341796875 2912.63134765625 2125.95068359375,0.7263008952140808,EV61MBG,0.3889609403966788
354,51,2440.8695091254476 1631.1940322859787 3224.974801608968 2162.427558671916,2729.904541015625 2076.223388671875 2914.36865234375 2139.1220703125,0.5936405658721924,EY61NBG,0.4690749997154373
355,51,2437.183727363328 1638.19442446831 3225.9720708851282 2163.0090352136817,2727.20849609375 2084.0029296875 2919.54248046875 2147.212890625,0.9247419834136963,EY61NBG,0.5725007277394099
356,51,2417.086522057144 1646.7088886162896 3222.152805183594 2165.276645607425,2730.323486328125 2095.884765625 2918.833984375 2156.155517578125,0.37253376841545105,EY61NBG,0.5348516007496835
284,82,845.5239125661108 1555.885311095425 1545.4906540999862 2150.2386789302323,1094.9600830078125 1968.2720947265625 1280.5052490234375 2028.25244140625,0.4147930443286896,FJ14ZHY,0.7642298653315212
285,82,841.4475830649883 1560.8589347066863 1543.816652043083 2154.2370325275424,1094.707275390625 1978.6527099609375 1273.28076171875 2039.9747314453125,0.48604506254196167,FJ14ZHY,0.4734304611601005
286,82,835.4450548788167 1567.084860365384 1542.170498972488 2156.424746377582,1090.6954040527344 1987.4383239746094 1271.809814453125 2047.3581848144531,0,0,0
287,82,829.4425266926451 1573.3107860240814 1540.5243459018932 2158.6124602276213,1086.6835327148438 1996.2239379882812 1270.3388671875 2054.7416381835938,0,0,0
288,82,823.4399985064734 1579.5367116827788 1538.8781928312983 2160.8001740776613,1082.6716613769531 2005.0095520019531 1268.867919921875 2062.1250915527344,0,0,0
289,82,817.4374703203018 1585.7626373414764 1537.2320397607034 2162.9878879277007,1078.6597900390625 2013.795166015625 1267.39697265625 2069.508544921875,0.3329751491546631,FJ16ZHY,0.5114233819832276
290,82,813.6482741771631 1590.9106681666385 1537.38184521118 2163.135840711534,1077.229248046875 2022.6944580078125 1263.1338195800781 2078.6149291992188,0,0,0
291,82,809.8590780340244 1596.0586989918006 1537.5316506616568 2163.2837934953677,1075.7987060546875 2031.59375 1258.8706665039062 2087.7213134765625,0,0,0
292,82,806.0698818908857 1601.2067298169627 1537.6814561121337 2163.431746279201,1074.3681640625 2040.4930419921875 1254.6075134277344 2096.8276977539062,0,0,0
293,82,802.2806857477469 1606.3547606421248 1537.8312615626103 2163.5796990630342,1072.9376220703125 2049.392333984375 1250.3443603515625 2105.93408203125,0.8014816045761108,FJ16ZHY,0.354269015291568
294,82,797.3829976709052 1615.04806714938 1533.9999387649825 2165.0148865199776,1066.6193033854167 2057.2650553385415 1246.9429117838542 2115.361328125,0,0,0
295,82,792.4853095940633 1623.7413736566348 1530.1686159673545 2166.4500739769214,1060.3009847005208 2065.1377766927085 1243.5414632161458 2124.78857421875,0,0,0
296,82,787.5876215172216 1632.4346801638899 1526.3372931697268 2167.885261433865,1053.982666015625 2073.010498046875 1240.1400146484375 2134.2158203125,0.3405779004096985,FJ14ZHY,0.27121655024005153
297,82,783.4216141158248 1641.900168829426 1526.8287797634353 2169.7886824444167,1049.326171875 2087.62158203125 1238.76806640625 2147.0439453125,0.41937294602394104,FJ14ZHY,0.8333264707945307
298,82,779.6435221635479 1647.6866082861447 1528.9889571659905 2169.726453741032,1047.874755859375 2093.5361328125 1237.4375 2151.98779296875,0.5388438701629639,FJ14ZHY,0.26256245760424013
406,84,2215.6369663627524 1672.8387868182003 3004.568865245779 2164.892922199886,2533.95361328125 2103.16943359375 2706.546875 2159.797607421875,0.3096710443496704,HN14CDY,0.27533258840438146
395,151,2275.174591502926 876.9199216633401 3025.7611206047077 1724.8011559660772,2577.694091796875 1555.336181640625 2724.92578125 1608.822509765625,0.3526065945625305,BC65USJ,0.7339977272919078
396,151,2276.6508264076574 878.7788229832487 3028.8212826552167 1733.6649472230936,2578.2121930803573 1560.366455078125 2726.0940290178573 1614.2200404575892,0,0,0
397,151,2278.1270613123893 880.6377243031571 3031.8814447057252 1742.52873848011,2578.730294363839 1565.396728515625 2727.262276785714 1619.6175711495537,0,0,0
398,151,2279.6032962171207 882.4966256230657 3034.9416067562343 1751.3925297371263,2579.2483956473216 1570.427001953125 2728.4305245535716 1625.015101841518,0,0,0
399,151,2281.079531121852 884.3555269429742 3038.001768806743 1760.256320994143,2579.7664969308034 1575.457275390625 2729.5987723214284 1630.412632533482,0,0,0
400,151,2282.5557660265836 886.2144282628827 3041.061930857252 1769.1201122511593,2580.284598214286 1580.487548828125 2730.767020089286 1635.8101632254463,0,0,0
401,151,2284.0320009313155 888.0733295827912 3044.1220929077604 1777.9839035081757,2580.8026994977677 1585.517822265625 2731.9352678571427 1641.2076939174108,0,0,0
402,151,2285.508235836047 889.9322309026998 3047.1822549582694 1786.847694765192,2581.32080078125 1590.548095703125 2733.103515625 1646.605224609375,0.5732103586196899,OC65VSJ,0.2607045791102663
403,151,2288.1490952575664 892.3970937684918 3049.8535311726087 1795.2281033833278,2580.95361328125 1596.9473876953125 2731.09912109375 1650.525146484375,0.5602893233299255,EC65WSJ,0.18793922209274264
467,172,1115.6401329517566 1090.6277252342047 1673.4858682761187 1590.7636837949954,1316.518310546875 1407.6029052734375 1449.9481201171875 1461.17529296875,0.32225537300109863,AK64OMY,0.16690279232643593
468,172,1112.9000167186866 1093.0911621456794 1671.9341116171609 1594.2739271799776,1314.0419699928977 1411.0912642045455 1448.4368008700285 1464.5112526633523,0,0,0
469,172,1110.1599004856168 1095.5545990571543 1670.3823549582032 1597.7841705649598,1311.5656294389205 1414.5796231356535 1446.9254816228693 1467.8472123579545,0,0,0
470,172,1107.4197842525468 1098.018035968629 1668.8305982992454 1601.294413949942,1309.0892888849432 1418.0679820667613 1445.4141623757102 1471.1831720525568,0,0,0
471,172,1104.6796680194768 1100.4814728801036 1667.2788416402875 1604.8046573349243,1306.612948330966 1421.5563409978693 1443.9028431285512 1474.519131747159,0,0,0
472,172,1101.939551786407 1102.9449097915785 1665.7270849813297 1608.3149007199065,1304.1366077769887 1425.0446999289773 1442.391523881392 1477.8550914417613,0,0,0
473,172,1099.199435553337 1105.4083467030532 1664.175328322372 1611.8251441048885,1301.6602672230113 1428.5330588600852 1440.880204634233 1481.1910511363637,0,0,0
474,172,1096.4593193202672 1107.871783614528 1662.6235716634142 1615.3353874898708,1299.183926669034 1432.0214177911932 1439.3688853870738 1484.527010830966,0,0,0
475,172,1093.7192030871972 1110.3352205260028 1661.0718150044563 1618.845630874853,1296.7075861150568 1435.5097767223012 1437.8575661399148 1487.8629705255682,0,0,0
476,172,1090.9790868541272 1112.7986574374775 1659.5200583454985 1622.3558742598352,1294.2312455610795 1438.998135653409 1436.3462468927557 1491.1989302201705,0,0,0
477,172,1088.2389706210574 1115.2620943489524 1657.9683016865408 1625.8661176448175,1291.7549050071023 1442.486494584517 1434.8349276455965 1494.5348899147727,0,0,0
478,172,1085.4988543879874 1117.725531260427 1656.416545027583 1629.3763610297997,1289.278564453125 1445.974853515625 1433.3236083984375 1497.870849609375,0.31562361121177673,AK64DMV,0.7906492600616635
479,172,1084.064698350861 1122.4922971681144 1656.4248459411679 1634.8863230253955,1281.319580078125 1445.2430419921875 1434.40576171875 1503.608154296875,0.7446784973144531,AK64DMV,0.6861444653677548
480,172,1081.0030157763654 1128.2378729915217 1656.090747349691 1640.6692715272234,1283.1134033203125 1451.028564453125 1431.452392578125 1506.596435546875,0.8452524542808533,AK64DMV,0.695125104013018
481,172,1077.1049513779121 1131.2910808540796 1656.391790146562 1643.75749190935,1278.594970703125 1451.4832763671875 1428.411376953125 1508.2587890625,0.4502998888492584,AK64DMV,0.49838758822868184
482,172,1075.4874638852223 1138.2756154995175 1657.0439563079015 1649.5077666276186,1278.6456298828125 1457.332763671875 1426.8712158203125 1510.122802734375,0.846520185470581,AK64DMV,0.4016773911781543
483,172,1073.6909758581548 1141.8702900781486 1657.3060228973907 1652.534355443181,1277.369873046875 1459.74560546875 1423.197265625 1515.048828125,0.2641136348247528,AK64DMV,0.2877287678643508
484,172,1069.8658674178587 1147.0940537219544 1655.786018285397 1655.678094547287,1275.38916015625 1461.422119140625 1422.5557861328125 1516.9163818359375,0.2870849668979645,AN64DMV,0.6163408613902853
485,172,1067.2069360480018 1151.8692796247576 1654.4356689832853 1659.8137348791797,1274.10009765625 1466.630126953125 1420.2178344726562 1521.7261352539062,0,0,0
486,172,1064.5480046781452 1156.6445055275608 1653.0853196811738 1663.9493752110725,1272.81103515625 1471.838134765625 1417.8798828125 1526.535888671875,0.6690439581871033,AK64DMV,0.6288241679950066
487,172,1062.7907220633074 1160.924572606827 1650.3765765851495 1667.720099777132,1273.3837890625 1472.9022216796875 1415.7060546875 1527.9371337890625,0.27045077085494995,AK64DMV,0.4789385720547887
488,172,1059.4505182408177 1164.5694686654222 1648.9777547673375 1671.0901748832641,1268.4561157226562 1476.359619140625 1414.7528076171875 1531.4159240722656,0,0,0
489,172,1056.110314418328 1168.2143647240173 1647.5789329495256 1674.4602499893963,1263.5284423828125 1479.8170166015625 1413.799560546875 1534.8947143554688,0,0,0
490,172,1052.7701105958386 1171.8592607826122 1646.1801111317134 1677.8303250955282,1258.6007690429688 1483.2744140625 1412.8463134765625 1538.3735046386719,0,0,0
491,172,1049.4299067733489 1175.5041568412073 1644.7812893139014 1681.2004002016604,1253.673095703125 1486.7318115234375 1411.89306640625 1541.852294921875,0.8094659447669983,AK64DRV,0.22486589132597246
492,172,1048.2566516709423 1177.1988020530719 1643.302143062901 1684.4452987153406,1254.25341796875 1490.40380859375 1410.2918701171875 1544.8218994140625,0,0,0
493,172,1047.0833965685358 1178.8934472649364 1641.8229968119006 1687.690197229021,1254.833740234375 1494.0758056640625 1408.690673828125 1547.79150390625,0.9219027757644653,AK64OMV,0.5482082239994288
494,172,1045.382555232738 1181.2177333571153 1639.3800634823688 1691.6978033954888,1251.2557373046875 1496.026123046875 1405.9197998046875 1554.17041015625,0.9163501262664795,AN64DMV,0.769512785606361
495,172,1042.9032188181247 1179.5062432303555 1636.847456873593 1693.7032293394611,1249.1502685546875 1501.73974609375 1398.90966796875 1555.19287109375,0.9168907999992371,AK64DMV,0.8459660064548834
496,172,1039.8386376320043 1176.3798663965986 1633.0640561217594 1695.0928036770206,1250.906494140625 1503.287109375 1395.35107421875 1556.075439453125,0.9030172824859619,AK64DMV,0.3112547035396837
497,172,1037.0837245558216 1177.747467223432 1632.1184630653554 1699.0435056400302,1244.47998046875 1505.3349609375 1398.8377685546875 1561.8585205078125,0.9134962558746338,AK64DMV,0.5385406424904147
498,172,1035.5659034058317 1178.356776839886 1632.5765840482586 1703.0315828197722,1242.908935546875 1510.37890625 1397.033447265625 1566.50048828125,0,0,0
499,172,1034.048082255842 1178.9660864563396 1633.034705031162 1707.0196599995143,1241.337890625 1515.4228515625 1395.2291259765625 1571.1424560546875,0,0,0
500,172,1032.530261105852 1179.5753960727934 1633.4928260140653 1711.0077371792563,1239.766845703125 1520.466796875 1393.4248046875 1575.784423828125,0.8705936074256897,AK64DMV,0.5178409277888775
501,172,1028.4364461923808 1180.8559051710677 1630.460175289513 1715.2482206530167,1238.46435546875 1524.546630859375 1392.3927001953125 1578.159912109375,0.8956984877586365,AK64DMV,0.6367526100187016
502,172,1027.4345102881994 1182.2799794612397 1629.9453719606277 1718.478451525656,1235.4696044921875 1526.749267578125 1389.9891357421875 1579.662109375,0.9012801051139832,AK64DMV,0.6589571829961443
503,172,1024.6292755835525 1184.056903824906 1628.2325273762453 1723.2694650141439,1232.8583984375 1530.927490234375 1391.8846435546875 1584.284423828125,0.7515240907669067,AK64DMV,0.48710918771785716
504,172,1021.2655210061359 1188.192154275046 1626.6782702924827 1729.9678321650322,1231.3291015625 1537.080322265625 1386.369873046875 1591.06298828125,0.8430994749069214,AK64DMV,0.6190242807550966
505,172,1017.8784555888908 1191.4162304449897 1624.6500399469785 1735.2704867159014,1227.177001953125 1540.310546875 1383.6524658203125 1593.915283203125,0.8436946868896484,AK64DMV,0.6241018460111206
506,172,1013.5939804038335 1193.1521788673037 1623.6155915549389 1738.7033271077423,1227.2928466796875 1544.489990234375 1384.656494140625 1600.31201171875,0.9085401296615601,AK64DMV,0.5754354373870711
507,172,1012.5544545751072 1196.3291041203406 1624.753937927453 1743.1451095961465,1226.5252685546875 1547.9521484375 1383.4117431640625 1602.968505859375,0.8994508981704712,AK64DMV,0.7105086827669215
508,172,1009.1619673977011 1197.8236984628818 1624.081392112665 1746.4899229107598,1225.8756103515625 1551.504150390625 1376.730224609375 1603.813720703125,0.8425835967063904,AK64DMV,0.703561181466031
509,172,1009.3244705243059 1200.9918967086792 1625.150173525461 1750.2317252065718,1221.540283203125 1552.700439453125 1378.111328125 1609.38037109375,0.8587921857833862,AK64DMV,0.6334065305436298
510,172,1003.632975273966 1206.3948221383457 1622.9459959863802 1756.5132146517553,1218.6051025390625 1557.7642822265625 1378.18603515625 1617.0406494140625,0.4175954759120941,AK64DMV,0.5211489446518018
511,172,1000.8801448500149 1210.978646360988 1622.5663400437475 1760.9326377897173,1219.248046875 1563.568603515625 1373.40234375 1617.29541015625,0.8743190765380859,AK64DMV,0.6855808792838736
512,172,999.5838049465906 1213.233009407197 1622.4448775383548 1764.5178940649364,1220.1710205078125 1568.1785888671875 1369.7806396484375 1622.496826171875,0.9123566150665283,AB64DMV,0.3530630540927363
513,172,996.1008127739282 1215.4815935212873 1619.264578903256 1768.9629211068197,1214.2382405598958 1572.691650390625 1368.5780843098958 1627.0437825520833,0,0,0
514,172,992.6178206012656 1217.7301776353777 1616.0842802681575 1773.4079481487033,1208.3054606119792 1577.2047119140625 1367.3755289713542 1631.5907389322917,0,0,0
515,172,989.1348284286032 1219.978761749468 1612.9039816330587 1777.8529751905867,1202.3726806640625 1581.7177734375 1366.1729736328125 1636.1376953125,0.8244202733039856,AN64DMV,0.4619466843017966
516,172,984.9976540207643 1221.8025200211032 1609.8690627015553 1781.5041394333023,1202.29150390625 1586.1971435546875 1364.5424194335938 1641.5240478515625,0,0,0
517,172,980.8604796129255 1223.6262782927383 1606.8341437700522 1785.1553036760179,1202.2103271484375 1590.676513671875 1362.911865234375 1646.910400390625,0.906681478023529,AK64DMV,0.2068783156030537
518,172,974.6567483847243 1227.9745299220635 1600.6784758607218 1790.830999889627,1199.41796875 1594.2841796875 1360.073974609375 1651.0023193359375,0.9144008159637451,AK64DMV,0.514081113208017
519,172,973.1978771185352 1231.5725915984235 1599.3131409923874 1796.9765768711095,1196.1007080078125 1598.671630859375 1359.4078369140625 1657.0609130859375,0.9318234324455261,AK54DMV,0.38505434181520587
520,172,970.6240486508104 1236.3273446469266 1597.6621453372145 1802.7708682640828,1193.4569091796875 1601.6473388671875 1353.1016845703125 1659.1494140625,0.9170094728469849,AK64DMV,0.464824531155972
521,172,969.1751325273191 1242.7078604555572 1594.785438215361 1809.149855715495,1192.024169921875 1607.6663818359375 1350.7474365234375 1665.75341796875,0.8841603994369507,AK64DMV,0.4604490715186247
522,172,964.0783567687946 1244.830537336935 1590.9176666502349 1812.9103808878115,1188.9471435546875 1613.91748046875 1351.95068359375 1672.509033203125,0.8957517743110657,AK64DMV,0.6517428725381871
523,172,961.1386580218561 1247.490187188842 1589.878104090255 1817.6084284407434,1187.9263916015625 1619.2080078125 1349.4125366210938 1674.781982421875,0,0,0
524,172,958.1989592749177 1250.1498370407485 1588.838541530275 1822.3064759936751,1186.9056396484375 1624.49853515625 1346.8743896484375 1677.054931640625,0.9247046709060669,AK64DMV,0.6987927002082177
525,172,953.6947008298905 1253.8780528939474 1586.0647690623548 1829.2916106567704,1183.703125 1628.942138671875 1346.514892578125 1685.821533203125,0.8845474123954773,AK64DMV,0.8251457136586597
526,172,954.8825167708366 1256.237707810675 1587.9984916951053 1833.8530110980116,1180.08544921875 1631.427978515625 1345.45068359375 1688.63232421875,0.8976393938064575,AK64DMV,0.6542001251828199
527,172,952.1643018162225 1260.513016408491 1586.340922958624 1840.3106459699204,1177.0794677734375 1638.734619140625 1342.123291015625 1695.9737548828125,0.8782560229301453,AK64OMV,0.5955669428162657
528,172,945.968485699038 1264.51513318991 1583.001561137116 1846.2440953212572,1177.3095703125 1642.614013671875 1340.12353515625 1700.46142578125,0.9082390666007996,AK64DMV,0.6671005757824615
529,172,943.0253459149842 1267.7267528519717 1581.367487885079 1850.7937021385862,1178.2286376953125 1645.997314453125 1340.674072265625 1700.82861328125,0.9004266858100891,AK64DMV,0.5753227017883985
530,172,938.2313865639487 1270.7422458834883 1578.6547762379967 1855.3943081464656,1172.250244140625 1650.1708984375 1337.478759765625 1706.640380859375,0.9181523323059082,AK64DHV,0.39698274654063814
531,172,937.3554109302643 1276.0510243113613 1578.659191158202 1860.5587644328734,1172.7412109375 1658.0771484375 1335.309326171875 1712.9769287109375,0.9147648811340332,AK64DMV,0.48702742800792626
532,172,935.1813777337302 1279.184546956347 1577.9881226647317 1863.2720124875775,1171.099853515625 1662.281982421875 1335.1380004882812 1717.7549438476562,0,0,0
533,172,933.007344537196 1282.3180696013328 1577.3170541712616 1865.9852605422816,1169.45849609375 1666.48681640625 1334.9666748046875 1722.532958984375,0.8851122260093689,AK64DMV,0.5194371854199306
534,172,930.0806290976957 1288.8417529900867 1574.3673647469682 1873.5005745547105,1165.55029296875 1671.66259765625 1330.5753173828125 1728.2977294921875,0.8775640726089478,AK64DMV,0.46153590844850806
535,172,927.0711363705922 1292.3874879094833 1571.1912775925089 1878.958272566615,1162.938232421875 1673.759521484375 1329.185302734375 1732.242919921875,0.4765132665634155,AK64DHV,0.46948455108910137
536,172,923.755740887184 1298.5232761658904 1570.8263571865755 1887.7941196835745,1158.90869140625 1681.471435546875 1329.0740966796875 1737.6295166015625,0.9112580418586731,AK64DMV,0.8502837245534209
537,172,919.8413949807623 1302.1868655021474 1569.4873187138835 1893.625916486004,1157.215576171875 1685.8236083984375 1325.785888671875 1742.5253295898438,0,0,0
538,172,915.9270490743406 1305.8504548384044 1568.1482802411915 1899.4577132884333,1155.5224609375 1690.17578125 1322.4976806640625 1747.421142578125,0.9354259371757507,AK64DMV,0.7744029376955782
