frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
43,1,2198.6226140022413 1365.2707773842603 2915.117932606002 2042.6148464960675,2490.475288722826 1853.639064622962 2654.0135444972825 1908.8665665336277,0,0,0
44,1,2199.662593181108 1371.4383273491258 2918.059175051529 2050.9870489189143,2492.3457668138585 1861.3537279211957 2656.307574728261 1916.5892705502717,0,0,0
45,1,2200.702572359975 1377.6058773139912 2921.000417497057 2059.3592513417607,2494.2162449048915 1869.0683912194293 2658.601604959239 1924.3119745669158,0,0,0
46,1,2201.742551538842 1383.7734272788566 2923.941659942584 2067.7314537646075,2496.086722995924 1876.783054517663 2660.8956351902175 1932.0346785835598,0,0,0
47,1,2202.7825307177086 1389.940977243722 2926.8829023881112 2076.1036561874544,2497.9572010869565 1884.4977178158967 2663.1896654211955 1939.7573826002038,0,0,0
48,1,2203.822509896576 1396.1085272085877 2929.8241448336385 2084.475858610301,2499.827679177989 1892.2123811141305 2665.483695652174 1947.4800866168478,0,0,0
49,1,2204.8624890754427 1402.2760771734531 2932.7653872791657 2092.848061033148,2501.6981572690215 1899.927044412364 2667.777725883152 1955.2027906334918,0,0,0
50,1,2205.9024682543095 1408.4436271383186 2935.706629724693 2101.2202634559944,2503.5686353600545 1907.6417077105978 2670.0717561141305 1962.925494650136,0,0,0
51,1,2206.9424474331763 1414.611177103184 2938.64787217022 2109.5924658788413,2505.439113451087 1915.3563710088315 2672.3657863451085 1970.64819866678,0,0,0
52,1,2207.982426612043 1420.7787270680494 2941.5891146157473 2117.964668301688,2507.3095915421195 1923.0710343070652 2674.659816576087 1978.370902683424,0,0,0
53,1,2209.02240579091 1426.946277032915 2944.530357061275 2126.336870724535,2509.180069633152 1930.785697605299 2676.953846807065 1986.093606700068,0,0,0
54,1,2210.062384969777 1433.1138269977805 2947.4715995068022 2134.7090731473813,2511.050547724185 1938.5003609035325 2679.2478770380435 1993.816310716712,0,0,0
55,1,2211.102364148644 1439.281376962646 2950.4128419523295 2143.081275570228,2512.9210258152175 1946.2150242017663 2681.5419072690215 2001.539014733356,0,0,0
56,1,2212.142343327511 1445.4489269275114 2953.3540843978567 2151.453477993075,2514.79150390625 1953.9296875 2683.8359375 2009.26171875,0.9311257600784302,IT51VSU,0.05378142071444731
57,1,2212.477725276451 1448.1407937644835 2960.8566321065896 2155.152651072671,2517.8193359375 1965.004150390625 2687.326904296875 2017.10595703125,0.2927614152431488,HT51VSU,0.22834273915313213
58,1,2211.148273732382 1450.255046178534 2966.118073514961 2155.9699665312387,2516.119873046875 1968.72119140625 2689.591552734375 2025.9166259765625,0.9271228909492493,MO51VSU,0.1540545602615388
59,1,2210.907747383528 1456.005346265457 2967.1534517384457 2157.21009149727,2519.199503580729 1977.318094889323 2692.719034830729 2034.5928344726562,0,0,0
60,1,2210.6672210346746 1461.7556463523802 2968.18882996193 2158.4502164633004,2522.2791341145835 1985.9149983723958 2695.8465169270835 2043.26904296875,0,0,0
61,1,2210.4266946858206 1467.505946439303 2969.2242081854147 2159.6903414293315,2525.3587646484375 1994.5119018554688 2698.9739990234375 2051.9452514648438,0,0,0
62,1,2210.1861683369666 1473.256246526226 2970.2595864088994 2160.9304663953626,2528.4383951822915 2003.1088053385417 2702.1014811197915 2060.6214599609375,0,0,0
63,1,2209.945641988113 1479.006546613149 2971.2949646323837 2162.1705913613932,2531.518025716146 2011.7057088216145 2705.228963216146 2069.2976684570312,0,0,0
64,1,2209.705115639259 1484.7568467000722 2972.3303428558684 2163.4107163274243,2534.59765625 2020.3026123046875 2708.3564453125 2077.973876953125,0.9361024498939514,LT51VSU,0.13405763351623262
65,1,2212.260018663757 1490.0118450364625 2974.451072433817 2163.410036878999,2534.9201049804688 2029.4575500488281 2711.5750732421875 2086.9022827148438,0,0,0
66,1,2214.814921688255 1495.2668433728531 2976.5718020117656 2163.409357430574,2535.2425537109375 2038.6124877929688 2714.793701171875 2095.8306884765625,0,0,0
67,1,2217.369824712753 1500.5218417092435 2978.6925315897147 2163.4086779821487,2535.5650024414062 2047.7674255371094 2718.0123291015625 2104.7590942382812,0,0,0
68,1,2219.924727737251 1505.776840045634 2980.8132611676633 2163.4079985337235,2535.887451171875 2056.92236328125 2721.23095703125 2113.6875,0.32916709780693054,MU51VSU,0.531448811315471
69,1,2225.164089221088 1514.2165763330786 2989.8626029360757 2163.4900913477663,2542.9149169921875 2063.945068359375 2724.8916015625 2122.375,0,0,0
70,1,2230.4034507049255 1522.6563126205233 2998.9119447044877 2163.572184161809,2549.9423828125 2070.9677734375 2728.55224609375 2131.0625,0.9281290173530579,MT51VSU,0.4637550440751554
144,3,2034.476031659291 1249.852735011937 2647.9179607022015 1741.1191881509158,2278.52978515625 1571.7403564453125 2448.46728515625 1625.590576171875,0.33670955896377563,AP05JEO,0.1726558588754157
145,3,2034.1093709154125 1252.3323789830079 2648.803065332159 1745.1769900446857,2280.896484375 1575.25 2450.4677734375 1626.15869140625,0.5204135179519653,AP05JEO,0.20359029804837442
146,3,2036.0041528841043 1258.274460475391 2653.5357084176103 1752.8162505185774,2280.0706787109375 1581.2098388671875 2453.88720703125 1634.0684814453125,0,0,0
147,3,2037.8989348527962 1264.216541967774 2658.2683515030617 1760.455510992469,2279.244873046875 1587.169677734375 2457.306640625 1641.978271484375,0.6941801905632019,AP05JED,0.1883084662014524
148,3,2037.925254433005 1267.3579176502749 2659.371829110228 1764.4732141793515,2279.044921875 1590.26708984375 2460.951904296875 1645.76318359375,0.45009854435920715,AP05JEO,0.21024246498866872
149,3,2042.9859953607406 1272.3573278692397 2664.896264464129 1771.4128860814276,2283.4951171875 1596.3870849609375 2458.331298828125 1651.578369140625,0.4818512499332428,AP05JEO,0.505599598409897
150,3,2039.9879642345159 1277.2726409826525 2663.661708117099 1778.828358683924,2287.6044921875 1601.85107421875 2463.550537109375 1656.051513671875,0.802898645401001,AP05JEO,0.27072077370445446
151,3,2039.6490557594489 1279.954133927692 2665.809467015618 1783.8346802871686,2287.5270385742188 1606.7646789550781 2465.6668701171875 1661.0903930664062,0,0,0
152,3,2039.3101472843819 1282.6356268727313 2667.9572259141373 1788.8410018904133,2287.4495849609375 1611.6782836914062 2467.783203125 1666.1292724609375,0,0,0
153,3,2038.9712388093149 1285.3171198177708 2670.1049848126568 1793.8473234936578,2287.3721313476562 1616.5918884277344 2469.8995361328125 1671.1681518554688,0,0,0
154,3,2038.6323303342479 1287.9986127628104 2672.2527437111758 1798.8536450969023,2287.294677734375 1621.5054931640625 2472.015869140625 1676.20703125,0.7676980495452881,AP05JEO,0.35762366652619004
155,3,2039.7900287238608 1292.0397979625445 2676.2748926865997 1803.2234991370392,2283.8720703125 1627.6292724609375 2473.244384765625 1679.65869140625,0.257971853017807,AP05JEO,0.5315880949150462
156,3,2040.7280193114211 1297.1848906142823 2679.89634803036 1809.4700251334093,2283.126220703125 1633.218017578125 2477.67529296875 1689.3292236328125,0.795479416847229,AP05JEO,0.6583555113762275
157,3,2041.4907538303341 1300.5858722128492 2683.1792724188062 1814.9712671296334,2287.091064453125 1634.99609375 2482.33935546875 1692.600830078125,0.7658819556236267,AP05JEO,0.3349916554097552
158,3,2042.4106114798349 1305.2262147658048 2686.158538335786 1821.8200904363848,2296.60791015625 1643.90771484375 2475.253173828125 1699.6842041015625,0.35984310507774353,AP05JEO,0.7750365126680353
159,3,2042.8298181554264 1309.5997282512508 2687.9014806001305 1828.9038353890378,2298.82568359375 1648.2059326171875 2472.911376953125 1704.268798828125,0.40056467056274414,AP05JEO,0.32000981662986233
160,3,2041.79515497069 1312.2126599406097 2687.6504962723534 1834.5844708629952,2296.931884765625 1653.2501220703125 2472.623046875 1708.77001953125,0.6766341328620911,AP05JEO,0.4249784624315217
161,3,2041.9009765298563 1317.1780390275217 2690.4191226711455 1842.5911485741422,2295.70703125 1661.6041870117188 2479.1302490234375 1716.1981201171875,0,0,0
162,3,2042.0067980890226 1322.1434181144334 2693.187749069937 1850.5978262852893,2294.482177734375 1669.958251953125 2485.637451171875 1723.626220703125,0.7120102643966675,AP05JEO,0.46992270461802227
163,3,2042.2138376376915 1325.6575828662064 2693.295926587091 1856.8400799176814,2297.6158447265625 1676.0307006835938 2490.6163330078125 1730.0362548828125,0,0,0
164,3,2042.4208771863605 1329.1717476179795 2693.4041041042447 1863.0823335500734,2300.74951171875 1682.1031494140625 2495.59521484375 1736.4462890625,0.4158637821674347,AP05JEO,0.36628247344025283
165,3,2044.5655819648778 1334.9770861536808 2694.3191750632063 1870.8522531950239,2297.39990234375 1686.2413330078125 2488.56640625 1741.8642578125,0.6988732218742371,AP05JEO,0.23639195792665385
166,3,2044.3578359024953 1339.330215753072 2692.6852944243883 1876.1052331897608,2309.568603515625 1690.2550048828125 2490.497314453125 1749.126708984375,0.47470635175704956,AP05JEO,0.2848316876204934
167,3,2051.2053183259654 1346.25794015438 2701.6455697795186 1884.4503878937478,2305.9619140625 1697.7513427734375 2487.328369140625 1753.464111328125,0.4947332441806793,AP05JEO,0.592111556127854
168,3,2051.744095075344 1352.1910138055343 2706.289774044837 1891.0939192277604,2306.17060546875 1704.021923828125 2490.9830078125 1759.9169677734376,0,0,0
169,3,2052.2828718247224 1358.1240874566884 2710.933978310155 1897.7374505617731,2306.379296875 1710.2925048828124 2494.637646484375 1766.36982421875,0,0,0
170,3,2052.8216485741013 1364.0571611078426 2715.5781825754734 1904.3809818957857,2306.58798828125 1716.5630859375 2498.29228515625 1772.8226806640625,0,0,0
171,3,2053.36042532348 1369.9902347589966 2720.2223868407914 1911.0245132297985,2306.7966796875 1722.8336669921875 2501.946923828125 1779.275537109375,0,0,0
172,3,2053.8992020728583 1375.9233084101509 2724.86659110611 1917.668044563811,2307.00537109375 1729.104248046875 2505.6015625 1785.7283935546875,0.5391764640808105,AP05JEO,0.4092848101524739
173,3,2054.3900949912227 1381.7504880429742 2728.341333198133 1926.615386734557,2313.382080078125 1734.4075927734375 2504.244384765625 1792.8491821289062,0,0,0
174,3,2054.880987909587 1387.5776676757978 2731.816075290156 1935.5627289053032,2319.7587890625 1739.7109375 2502.88720703125 1799.969970703125,0.2507181763648987,AP05JEO,0.0956118137282145
175,3,2056.069309224286 1391.7602379752375 2734.5608461045945 1941.8269777341052,2321.756591796875 1745.55908203125 2508.97802734375 1803.5146484375,0.5109261870384216,AF05JEU,0.14240645625241952
176,3,2057.429897360246 1396.6704578009078 2740.3310447677436 1948.7913076786028,2319.4521484375 1756.3070068359375 2520.702392578125 1814.59033203125,0.26620206236839294,AP05JEO,0.29246298233333645
177,3,2057.273659680024 1400.9546286754965 2742.468040141799 1955.4601938219569,2330.01171875 1764.58837890625 2516.298828125 1819.73193359375,0.9070605039596558,AP05JEO,0.5009025131372977
178,3,2057.226936478321 1404.357862138859 2744.6932299169225 1960.1822126870309,2331.029541015625 1768.900634765625 2520.388671875 1823.2540283203125,0.815239429473877,AP05JEO,0.14776257087896932
179,3,2058.8129936130736 1411.0809968489825 2747.135979888574 1967.7250948809178,2326.20068359375 1777.1033935546875 2531.04541015625 1834.1781005859375,0.8715617060661316,AP05JED,0.3155724186413201
180,3,2059.6015365521753 1418.1515356830623 2747.0279658187574 1976.4862035563156,2329.791015625 1785.1256103515625 2521.5810546875 1845.74609375,0.6138350367546082,AP05JED,0.3499438500565536
181,3,2058.9553444694343 1424.5331837642495 2743.9100695911634 1984.018334828808,2334.85791015625 1791.3548583984375 2525.134765625 1847.6064453125,0.9004356265068054,AP05JED,0.33958768598294065
182,3,2064.0386771544286 1430.2421169173715 2753.752697931575 1990.8251255656176,2331.2509765625 1797.2991943359375 2516.159912109375 1852.710693359375,0.8932600021362305,AP05JED,0.23358341740913283
183,3,2066.097354022007 1436.6365225494258 2760.6578469918236 1998.665437993395,2331.6923828125 1805.608154296875 2532.971435546875 1863.9541015625,0.332760214805603,AP05JED,0.2811155972624627
184,3,2066.4715108488913 1440.438165322245 2765.0355133538765 2004.2669736754492,2332.173828125 1808.79150390625 2536.83447265625 1867.4564208984375,0.8346478939056396,AP05JED,0.4998779295710575
185,3,2068.1436367873034 1448.1091942546432 2769.8792392231353 2013.6821734009727,2331.675048828125 1816.8877563476562 2537.822998046875 1876.1823120117188,0,0,0
186,3,2069.8157627257156 1455.7802231870412 2774.722965092394 2023.0973731264964,2331.17626953125 1824.9840087890625 2538.8115234375 1884.908203125,0.6217331886291504,AP05JEO,0.34645141976821275
187,3,2070.745772954588 1461.8683667589096 2778.3327532908484 2030.0012194538033,2342.52099609375 1830.579345703125 2536.151123046875 1892.58740234375,0.6794003844261169,AP05JEO,0.655015559218861
188,3,2072.2643316981334 1468.6833317495266 2782.5646043212278 2038.3706895876803,2347.140625 1838.421630859375 2544.1357421875 1897.239013671875,0.7862504124641418,AP05JEO,0.2660637509080323
189,3,2072.7493973259384 1474.5323558968512 2787.5430986466386 2047.18141227967,2346.4775390625 1847.9967041015625 2550.21044921875 1905.963134765625,0.7623530030250549,AP05JEO,0.5284441526592859
190,3,2074.0645046583236 1478.927496855285 2791.3063955166676 2053.474761152996,2341.664306640625 1853.5528564453125 2559.58251953125 1914.3828125,0.44436222314834595,AP05JEO,0.3731233385745571
191,3,2075.684002788386 1483.5448659484687 2796.7668430154613 2060.455967091163,2345.25341796875 1860.12890625 2550.908935546875 1918.7135009765625,0.8196081519126892,AP05JEO,0.3302029474621157
192,3,2077.720899478318 1489.7883553595236 2801.6696430135185 2069.3585648772173,2350.92724609375 1872.363525390625 2564.04638671875 1930.5032958984375,0.7479308843612671,AP05JEO,0.37267239068842906
193,3,2078.100590453981 1493.5131072280624 2804.243904414528 2075.636243099958,2355.390625 1874.422119140625 2570.184326171875 1937.705078125,0.7854781150817871,AP05JEO,0.6346372668894574
194,3,2078.745957597599 1499.7763764441775 2808.144093881274 2084.498848562588,2360.90234375 1882.832275390625 2565.933837890625 1944.7664794921875,0.8738162517547607,AP05JEO,0.3213363993428833
195,3,2080.4598491816264 1506.77944763254 2812.521888047399 2094.3846679253784,2359.743408203125 1892.634521484375 2566.103515625 1953.5709228515625,0.8771957159042358,AP05JEO,0.3503050594086812
196,3,2081.076020217614 1511.599789946779 2816.1707536758336 2101.4652344681044,2358.4384765625 1896.443603515625 2574.00634765625 1959.3629150390625,0.8212581276893616,AP05JEO,0.2572481127549385
197,3,2081.8635207343177 1517.7732554834326 2819.9541428806588 2110.2547075526877,2359.616455078125 1906.671875 2576.643310546875 1968.1614379882812,0,0,0
198,3,2082.651021251022 1523.9467210200862 2823.7375320854835 2119.044180637271,2360.79443359375 1916.900146484375 2579.2802734375 1976.9599609375,0.6739947199821472,AP05JEO,0.2838336676572067
199,3,2082.5867980605835 1530.3319163154179 2825.683569344992 2126.9415285856307,2360.70458984375 1921.1898193359375 2573.4375 1985.1566162109375,0.8251901865005493,AP05JEQ,0.2503611086892394
200,3,2084.6976859948827 1537.5592353576442 2831.0576044579684 2136.1614831503875,2375.951171875 1932.43896484375 2582.502685546875 1993.63671875,0.5544823408126831,AP05JEO,0.32177042556003066
201,3,2087.132054942403 1544.4367585160555 2835.419647134191 2143.7157591035166,2376.4000651041665 1939.7752278645833 2586.2021484375 2000.9854329427083,0,0,0
202,3,2089.566423889924 1551.3142816744667 2839.781689810414 2151.2700350566456,2376.8489583333335 1947.1114908854167 2589.901611328125 2008.3341471354167,0,0,0
203,3,2092.0007928374444 1558.191804832878 2844.1437324866365 2158.8243110097746,2377.2978515625 1954.44775390625 2593.60107421875 2015.682861328125,0.3902286887168884,AP05JEO,0.3380158020381875
204,3,2092.95398373509 1563.5408125376428 2847.1949783927735 2160.9238427287337,2381.4734700520835 1962.3885091145833 2597.2783203125 2024.4808756510417,0,0,0
205,3,2093.9071746327354 1568.8898202424073 2850.2462242989104 2163.0233744476923,2385.6490885416665 1970.3292643229167 2600.95556640625 2033.2788899739583,0,0,0
206,3,2094.860365530381 1574.238827947172 2853.2974702050474 2165.1229061666513,2389.82470703125 1978.27001953125 2604.6328125 2042.076904296875,0.8182346820831299,AP05JEO,0.3287676619849247
207,3,2097.3312069907606 1580.2983239236823 2858.132174115969 2167.442336201954,2388.54833984375 1989.917236328125 2611.655517578125 2052.582763671875,0.6863806843757629,AP05JEQ,0.21624520503516784
208,3,2098.740682100436 1586.2090133958316 2862.258309548171 2167.447386997441,2392.335888671875 1998.1376953125 2611.816845703125 2060.74775390625,0,0,0
209,3,2100.1501572101115 1592.1197028679808 2866.384444980373 2167.452437792928,2396.1234375 2006.358154296875 2611.978173828125 2068.912744140625,0,0,0
210,3,2101.559632319787 1598.0303923401298 2870.510580412575 2167.4574885884144,2399.910986328125 2014.57861328125 2612.139501953125 2077.077734375,0,0,0
211,3,2102.9691074294624 1603.941081812279 2874.636715844777 2167.4625393839015,2403.69853515625 2022.799072265625 2612.300830078125 2085.242724609375,0,0,0
212,3,2104.378582539138 1609.8517712844282 2878.762851276979 2167.4675901793885,2407.486083984375 2031.01953125 2612.462158203125 2093.40771484375,0.5300459861755371,AP05JEO,0.3418708869376852
213,3,2105.1951184859963 1618.0169253992144 2882.1198195215848 2168.1750512587387,2408.31005859375 2038.6429443359375 2623.8658447265625 2102.1961669921875,0,0,0
214,3,2106.0116544328553 1626.1820795140004 2885.476787766191 2168.882512338089,2409.134033203125 2046.266357421875 2635.26953125 2110.984619140625,0.34056079387664795,AP05JEO,0.31263601804137786
215,3,2107.86769374949 1634.0251209230819 2890.1284420068864 2169.463423832439,2409.1806640625 2055.8363444010415 2636.1927083333335 2119.71875,0,0,0
216,3,2109.723733066125 1641.8681623321634 2894.7800962475812 2170.044335326789,2409.227294921875 2065.4063313802085 2637.1158854166665 2128.452880859375,0,0,0
217,3,2111.57977238276 1649.7112037412448 2899.4317504882765 2170.625246821139,2409.27392578125 2074.976318359375 2638.0390625 2137.18701171875,0.4218279719352722,AP05JEO,0.24951192749249573
75,4,1032.5882482497782 1277.4820358786692 1696.0002906369004 1779.1060344377224,1294.25634765625 1609.0513916015625 1433.0736083984375 1659.079833984375,0.2590484619140625,GY15OGJ,0.4907715712152858
76,4,1028.6736499589633 1282.1345664994585 1695.3084261857962 1786.2047912738635,1291.7723266601563 1614.8715454101562 1432.5873291015625 1665.3009521484375,0,0,0
77,4,1024.7590516681485 1286.7870971202478 1694.616561734692 1793.3035481100048,1289.2883056640626 1620.69169921875 1432.1010498046876 1671.5220703125,0,0,0
78,4,1020.8444533773337 1291.439627741037 1693.9246972835879 1800.402304946146,1286.8042846679687 1626.5118530273437 1431.6147705078124 1677.7431884765624,0,0,0
79,4,1016.929855086519 1296.0921583618263 1693.2328328324836 1807.5010617822873,1284.320263671875 1632.3320068359376 1431.1284912109375 1683.964306640625,0,0,0
80,4,1013.0152567957041 1300.7446889826156 1692.5409683813793 1814.5998186184283,1281.8362426757812 1638.1521606445312 1430.6422119140625 1690.1854248046875,0,0,0
81,4,1009.1006585048892 1305.397219603405 1691.849103930275 1821.6985754545694,1279.3522216796875 1643.972314453125 1430.1559326171875 1696.40654296875,0,0,0
82,4,1005.1860602140745 1310.0497502241942 1691.1572394791708 1828.7973322907108,1276.8682006835938 1649.7924682617188 1429.6696533203126 1702.6276611328126,0,0,0
83,4,1001.2714619232596 1314.7022808449833 1690.4653750280668 1835.8960891268518,1274.3841796875 1655.6126220703125 1429.1833740234374 1708.848779296875,0,0,0
84,4,997.3568636324449 1319.3548114657726 1689.7735105769625 1842.9948459629932,1271.9001586914062 1661.4327758789063 1428.6970947265625 1715.0698974609375,0,0,0
85,4,993.44226534163 1324.007342086562 1689.0816461258582 1850.0936027991343,1269.4161376953125 1667.2529296875 1428.2108154296875 1721.291015625,0.28369900584220886,GX15OGJ,0.33891722487396003
86,4,990.9565541725187 1328.5541632689446 1688.651006343137 1857.503646086192,1268.1543701171875 1674.67060546875 1424.0486572265625 1728.400830078125,0,0,0
87,4,988.4708430034075 1333.1009844513271 1688.2203665604156 1864.9136893732498,1266.8926025390624 1682.08828125 1419.8864990234374 1735.51064453125,0,0,0
88,4,985.9851318342961 1337.6478056337098 1687.7897267776943 1872.3237326603075,1265.6308349609376 1689.50595703125 1415.7243408203126 1742.620458984375,0,0,0
89,4,983.4994206651849 1342.1946268160923 1687.359086994973 1879.7337759473653,1264.3690673828125 1696.9236328125 1411.5621826171875 1749.7302734375,0,0,0
90,4,981.0137094960736 1346.741447998475 1686.9284472122517 1887.143819234423,1263.1072998046875 1704.34130859375 1407.4000244140625 1756.840087890625,0.5254929661750793,GX15OGJ,0.29432474275062154
