                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.5282,                0.71722,                 1.5851,                0.94289,                0.94111,                0.97614,                0.65288,                 2.5375,                 1.0763,                 1.7237,               0.001505,               0.001505,               0.001505
                     27,                  1.552,                0.72333,                 1.5881,                0.95813,                0.86451,                0.93525,                0.62004,                 2.5373,                 1.5777,                  1.732,              0.0014852,              0.0014852,              0.0014852
                     28,                  1.536,                0.71289,                 1.5952,                0.93537,                0.88441,                0.95477,                0.68674,                 2.3675,                 1.2906,                 1.7079,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.4352,                0.68317,                 1.5908,                0.94884,                0.86546,                0.96599,                0.67084,                 2.4323,                 1.2491,                 1.6975,              0.0014456,              0.0014456,              0.0014456
                     30,                 1.4639,                0.66376,                  1.602,                0.93895,                0.87889,                0.95677,                0.67652,                 2.3403,                 1.2291,                 1.6867,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.4912,                0.67933,                 1.5883,                0.96607,                0.91222,                0.97772,                0.68405,                 2.3925,                 1.1345,                    1.7,               0.001406,               0.001406,               0.001406
                     32,                 1.4596,                0.66003,                 1.5932,                0.97436,                0.90333,                0.97466,                0.68717,                 2.3627,                 1.0986,                 1.6898,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.4694,                0.66019,                 1.5854,                0.94213,                0.90443,                0.96659,                0.67883,                 2.3623,                 1.3189,                 1.6952,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.3907,                0.64681,                 1.5818,                 0.9303,                0.87495,                0.94757,                 0.6627,                 2.3804,                  1.449,                 1.7037,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.3968,                0.62971,                 1.5794,                 0.9181,                0.84778,                0.94362,                0.66871,                 2.2763,                 1.4552,                 1.6891,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.3923,                0.64464,                 1.5857,                0.96275,                0.83284,                0.93791,                0.65314,                 2.4356,                  1.567,                 1.6936,               0.001307,               0.001307,               0.001307
                     37,                 1.3945,                0.63207,                  1.576,                0.93022,                0.87556,                0.95283,                0.67696,                 2.2906,                 1.3664,                 1.6896,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.3785,                 0.6247,                 1.5821,                0.96276,                0.91556,                0.97102,                 0.6665,                 2.4316,                 1.1606,                 1.7079,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.3617,                 0.6311,                 1.5802,                0.94856,                0.86049,                0.94516,                0.66202,                 2.3879,                 1.5104,                  1.699,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.3641,                0.64322,                 1.5877,                0.93086,                0.89758,                0.97022,                0.68583,                 2.3569,                 1.0956,                 1.6926,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.4003,                  0.649,                 1.5717,                0.95307,                0.87222,                0.96167,                0.67605,                 2.3622,                 1.2343,                  1.693,               0.001208,               0.001208,               0.001208
                     42,                 1.3235,                0.60645,                 1.5765,                0.93459,                0.88906,                0.96067,                0.67225,                 2.4378,                 1.2903,                  1.704,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.3282,                0.61059,                 1.5744,                0.96616,                0.88836,                0.97947,                 0.7003,                 2.3718,                 1.0915,                 1.6954,              0.0011684,              0.0011684,              0.0011684
                     44,                  1.352,                0.60618,                 1.5717,                0.94739,                0.90044,                0.97549,                0.69828,                 2.2977,                 1.1309,                 1.6806,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.3107,                0.59323,                 1.5773,                0.94914,                0.85667,                0.95957,                0.67028,                 2.3263,                 1.2807,                 1.6873,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.2887,                 0.5933,                 1.5763,                 0.9299,                0.88438,                0.95903,                0.68607,                 2.3383,                 1.3356,                 1.7028,               0.001109,               0.001109,               0.001109
                     47,                 1.3088,                 0.5996,                 1.5769,                0.95156,                0.85111,                0.95096,                0.67347,                 2.3866,                 1.5123,                 1.7025,              0.0010892,              0.0010892,              0.0010892
                     48,                  1.255,                0.58641,                 1.5691,                0.95282,                0.93778,                0.98545,                0.68877,                 2.3816,                 1.0261,                  1.699,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.2845,                0.58345,                 1.5703,                0.93429,                0.91628,                0.97633,                0.67493,                  2.427,                 1.1765,                 1.7221,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.2665,                0.57372,                 1.5706,                 0.9465,                0.91444,                0.98228,                0.67556,                 2.3805,                 1.1108,                 1.7237,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.2275,                0.55666,                 1.5674,                0.93598,                0.94215,                 0.9844,                0.70356,                 2.3209,                 1.0531,                 1.6808,                0.00101,                0.00101,                0.00101
                     52,                 1.2457,                 0.5601,                 1.5793,                0.97995,                0.86875,                0.97554,                0.70136,                 2.3186,                 1.1574,                 1.6863,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.2316,                0.55265,                 1.5764,                0.97234,                    0.9,                0.98072,                0.69856,                 2.3829,                   1.16,                 1.6952,              0.0009704,              0.0009704,              0.0009704
                     54,                  1.235,                0.55945,                 1.5777,                0.94482,                0.83715,                0.92785,                0.66019,                 2.3962,                  1.699,                 1.6977,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.2175,                0.55651,                 1.5739,                0.94721,                0.94889,                0.98646,                0.71033,                 2.3081,                0.97076,                 1.6893,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.2217,                0.57163,                 1.5754,                0.93054,                0.92667,                0.98189,                0.70313,                 2.3285,                  1.116,                 1.6923,               0.000911,               0.000911,               0.000911
                     57,                 1.1852,                0.53472,                 1.5673,                0.96136,                0.94111,                0.98714,                0.72223,                 2.2657,                0.99282,                 1.6843,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.2276,                0.55532,                 1.5713,                0.92249,                0.93884,                0.98143,                0.70533,                  2.324,                 1.0527,                 1.6872,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.1803,                0.53672,                 1.5696,                0.96575,                0.87736,                0.96354,                0.67909,                 2.3084,                 1.2759,                 1.6832,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.1797,                 0.5373,                 1.5756,                0.96548,                0.89667,                0.97815,                0.69336,                 2.3666,                 1.1679,                 1.6879,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.1986,                0.54232,                 1.5687,                 0.9533,                0.88451,                 0.9724,                0.69105,                 2.3621,                 1.1725,                 1.6824,               0.000812,               0.000812,               0.000812
                     62,                 1.1408,                0.53326,                 1.5653,                0.98244,                   0.85,                0.94716,                 0.6924,                 2.2493,                 1.5604,                 1.6778,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.1674,                0.52953,                 1.5709,                0.96397,                0.86202,                0.94753,                0.68711,                 2.2476,                 1.4565,                  1.668,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.1608,                0.53178,                 1.5681,                0.95216,                0.87333,                0.96218,                0.68694,                 2.3063,                 1.2507,                 1.6817,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.1565,                 0.5241,                 1.5659,                0.95514,                0.85159,                0.93516,                0.65496,                 2.3591,                  1.717,                 1.6872,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.1381,                0.51021,                 1.5691,                0.97372,                0.86444,                0.95894,                0.68311,                 2.3041,                 1.3031,                 1.6834,               0.000713,               0.000713,               0.000713
                     67,                 1.1377,                0.51252,                 1.5634,                0.97066,                0.87667,                0.97047,                0.68748,                 2.3121,                 1.2428,                 1.6888,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.1356,                0.50714,                 1.5688,                0.92045,                0.89994,                0.96896,                0.69552,                 2.2913,                 1.2341,                 1.6789,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.1323,                0.49993,                 1.5713,                0.96197,                0.89948,                0.96455,                 0.6946,                 2.2845,                 1.2992,                 1.6802,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.0979,                0.49628,                 1.5722,                0.95848,                0.89772,                0.97634,                 0.7015,                 2.2662,                 1.1864,                  1.674,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.1065,                0.49662,                 1.5615,                0.97247,                0.86889,                0.96834,                0.69439,                 2.3274,                 1.2263,                 1.6827,               0.000614,               0.000614,               0.000614
                     72,                 1.1128,                0.49568,                 1.5642,                0.95465,                0.86545,                0.95869,                0.67606,                  2.318,                 1.4193,                 1.6885,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.0772,                0.48098,                 1.5632,                0.97589,                0.85459,                0.95004,                 0.6734,                 2.2885,                 1.5106,                 1.6842,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.0882,                0.48323,                 1.5565,                0.97063,                0.91814,                0.98006,                0.69718,                 2.2827,                 1.1428,                 1.6751,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.0595,                0.47969,                 1.5627,                 0.9636,                0.88247,                0.96325,                0.68587,                 2.2572,                 1.2898,                 1.6734,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.0641,                0.47952,                 1.5548,                0.95517,                0.92889,                0.98246,                0.69604,                 2.2616,                 1.0945,                 1.6798,               0.000515,               0.000515,               0.000515
                     77,                 1.0758,                0.48991,                 1.5542,                0.97031,                0.87163,                0.96298,                0.68531,                    2.3,                 1.3904,                 1.6808,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.0287,                0.46897,                 1.5519,                0.95651,                0.87333,                0.95118,                0.68634,                  2.283,                 1.4513,                 1.6751,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.0129,                0.45958,                  1.553,                0.95654,                0.87889,                0.95696,                0.68662,                 2.2926,                 1.3693,                 1.6784,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.0284,                0.46023,                 1.5622,                0.96369,                0.87667,                0.96978,                0.69869,                 2.2826,                 1.2687,                 1.6838,              0.0004358,              0.0004358,              0.0004358
                     81,                  1.021,                0.45559,                  1.562,                 0.9572,                0.89462,                0.97426,                0.69618,                   2.29,                 1.1977,                 1.6861,               0.000416,               0.000416,               0.000416
                     82,                 1.0119,                0.45971,                 1.5552,                0.93175,                0.91008,                0.97141,                0.69377,                 2.3195,                 1.2268,                 1.6885,              0.0003962,              0.0003962,              0.0003962
                     83,                 1.0152,                 0.4468,                 1.5588,                0.97537,                0.89222,                0.97935,                0.69578,                 2.3106,                 1.1363,                 1.6809,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.0255,                0.45598,                 1.5591,                0.93225,                 0.9326,                0.98245,                0.69735,                 2.2979,                 1.1086,                  1.684,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.0082,                0.45109,                  1.556,                0.95526,                0.92533,                0.98341,                0.71101,                 2.2987,                 1.0773,                 1.6831,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.0037,                0.44616,                  1.563,                0.95697,                0.88949,                 0.9748,                0.70496,                 2.2952,                 1.1602,                 1.6749,               0.000317,               0.000317,               0.000317
                     87,                0.98368,                0.44488,                 1.5603,                0.96635,                0.89345,                0.97339,                 0.7002,                 2.3076,                 1.1781,                 1.6793,              0.0002972,              0.0002972,              0.0002972
                     88,                0.98823,                0.43903,                 1.5513,                 0.9459,                0.89372,                0.96778,                0.70122,                 2.3086,                 1.2847,                 1.6818,              0.0002774,              0.0002774,              0.0002774
                     89,                0.97628,                0.43836,                 1.5548,                0.96075,                0.89754,                0.96941,                0.70101,                 2.3094,                 1.2471,                 1.6825,              0.0002576,              0.0002576,              0.0002576
                     90,                 0.9619,                0.43448,                 1.5545,                0.97065,                0.88204,                0.96459,                0.68999,                 2.3011,                 1.3108,                 1.6762,              0.0002378,              0.0002378,              0.0002378
                     91,                0.93793,                0.41696,                 1.5452,                0.94125,                0.89006,                0.95937,                0.67985,                 2.3379,                 1.3475,                 1.6872,               0.000218,               0.000218,               0.000218
                     92,                0.91445,                0.40714,                 1.5507,                 0.9409,                0.87889,                0.96176,                 0.6788,                 2.3455,                 1.3128,                 1.6848,              0.0001982,              0.0001982,              0.0001982
                     93,                0.90206,                0.40457,                 1.5506,                0.96199,                0.87179,                0.96375,                0.68495,                 2.3074,                 1.3262,                 1.6815,              0.0001784,              0.0001784,              0.0001784
                     94,                0.90091,                0.40052,                 1.5443,                0.93771,                0.90667,                0.97304,                0.68849,                 2.3062,                  1.175,                 1.6771,              0.0001586,              0.0001586,              0.0001586
                     95,                0.87317,                0.39064,                 1.5411,                0.94595,                0.90778,                0.96836,                0.68009,                 2.2947,                  1.257,                 1.6803,              0.0001388,              0.0001388,              0.0001388
                     96,                0.87432,                0.39784,                 1.5354,                0.94067,                0.88081,                0.95981,                0.67525,                 2.2839,                 1.3881,                 1.6808,               0.000119,               0.000119,               0.000119
                     97,                0.85756,                0.38871,                 1.5478,                0.95069,                0.85333,                0.95506,                 0.6732,                 2.3007,                 1.4486,                 1.6804,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.86374,                0.38791,                 1.5523,                0.95992,                0.84778,                0.95702,                 0.6781,                 2.2907,                 1.4281,                  1.675,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.83565,                0.37191,                 1.5477,                0.95774,                0.85618,                 0.9596,                0.67802,                 2.2888,                 1.4062,                 1.6783,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.83535,                0.37004,                 1.5483,                0.93937,                0.87793,                0.96163,                0.68514,                 2.2622,                 1.3511,                 1.6758,               3.98e-05,               3.98e-05,               3.98e-05
