                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.4069,                0.60387,                  1.589,                0.96451,                   0.83,                0.92863,                0.67067,                 2.2942,                 1.9075,                 1.7165,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.4831,                0.68083,                 1.5939,                0.94444,                0.90657,                0.95971,                 0.6511,                 2.4533,                 1.3967,                 1.7393,               0.001604,               0.001604,               0.001604
                     22,                 1.4576,                 0.6412,                 1.5927,                0.96422,                0.88333,                0.95809,                0.68405,                 2.3572,                 1.2571,                 1.7199,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.4041,                0.62022,                 1.5831,                0.95546,                0.90572,                0.95943,                0.70602,                 2.2395,                 1.3109,                 1.7097,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.4217,                0.62332,                 1.5951,                0.96515,                0.87556,                0.95034,                 0.6856,                 2.2753,                 1.4961,                 1.7114,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.3668,                0.60127,                 1.5839,                0.94128,                0.90831,                0.96601,                 0.6972,                 2.3477,                 1.2763,                 1.7283,              0.0015248,              0.0015248,              0.0015248
                     26,                   1.31,                0.57639,                 1.5807,                0.97136,                0.89111,                0.96528,                0.71116,                 2.2199,                 1.2323,                 1.7094,               0.001505,               0.001505,               0.001505
                     27,                 1.3611,                0.59577,                 1.5861,                0.94568,                0.86889,                0.93993,                0.66953,                 2.4509,                 1.5897,                 1.7001,              0.0014852,              0.0014852,              0.0014852
                     28,                 1.3561,                0.60005,                 1.5886,                0.96479,                0.93333,                0.97837,                0.69822,                 2.2596,                 1.0678,                 1.7063,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.2714,                0.56158,                 1.5715,                0.98388,                0.88667,                0.95983,                0.71888,                 2.1357,                 1.4777,                 1.6845,              0.0014456,              0.0014456,              0.0014456
                     30,                 1.2742,                0.54218,                 1.5785,                0.98108,                0.93444,                0.98514,                0.72533,                 2.2044,                 1.0506,                 1.6909,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.2741,                0.56935,                 1.5711,                0.96155,                0.90889,                0.96154,                0.66666,                 2.3767,                 1.3374,                 1.7291,               0.001406,               0.001406,               0.001406
                     32,                 1.3062,                0.56631,                 1.5821,                0.96661,                   0.88,                0.94962,                0.69906,                 2.2028,                 1.6523,                 1.7018,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.2934,                 0.5661,                  1.591,                0.97029,                   0.92,                0.97648,                0.72229,                 2.2206,                 1.1414,                 1.6856,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.2948,                0.56379,                 1.5787,                0.97844,                0.89556,                0.96272,                0.68258,                 2.2604,                 1.3021,                 1.7094,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.2474,                0.54431,                 1.5689,                0.98825,                0.90444,                0.96782,                0.70429,                 2.1286,                 1.3222,                 1.6962,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.2227,                0.52305,                 1.5763,                 0.9851,                0.88889,                0.95932,                0.70185,                 2.2711,                 1.6006,                 1.7045,               0.001307,               0.001307,               0.001307
                     37,                 1.1803,                0.50922,                 1.5768,                0.98202,                0.91011,                 0.9634,                0.72845,                 2.1241,                 1.3613,                  1.667,              0.0012872,              0.0012872,              0.0012872
                     38,                  1.163,                0.50344,                 1.5576,                0.97962,                   0.92,                0.97268,                0.69859,                 2.2428,                 1.2085,                  1.714,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.2121,                0.51017,                 1.5799,                0.96071,                0.92364,                0.96884,                0.71518,                 2.1195,                 1.2235,                 1.6725,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.1938,                0.51711,                 1.5759,                0.96154,                0.90778,                0.96524,                0.72724,                 2.0185,                 1.3827,                 1.6482,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.1766,                0.50046,                 1.5764,                0.98526,                0.89101,                0.95896,                0.70133,                 2.1586,                 1.5443,                 1.6895,               0.001208,               0.001208,               0.001208
                     42,                 1.1843,                0.52574,                 1.5653,                0.96935,                0.89556,                0.95825,                0.71005,                 2.1622,                 1.4775,                 1.6838,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.1673,                0.51446,                 1.5736,                0.94393,                0.90778,                 0.9596,                0.72103,                 2.1469,                 1.3726,                 1.6754,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.1349,                0.49694,                 1.5718,                0.98414,                0.89556,                0.97013,                0.72835,                 2.1118,                 1.2759,                 1.6809,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.0925,                0.47611,                 1.5661,                0.98033,                   0.91,                 0.9747,                0.72523,                 2.1533,                 1.2876,                 1.6799,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.1173,                0.49492,                 1.5656,                0.96551,                0.92222,                0.97277,                0.72399,                 2.1291,                 1.1911,                  1.677,               0.001109,               0.001109,               0.001109
                     47,                 1.1137,                0.48321,                 1.5718,                0.98339,                0.90444,                0.96977,                0.71512,                 2.1587,                 1.3317,                 1.6859,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.1305,                0.48778,                 1.5654,                0.97631,                0.90778,                0.96225,                0.71896,                 2.0789,                 1.3089,                 1.6679,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.1134,                 0.4729,                 1.5725,                 0.9859,                0.91667,                 0.9772,                0.73184,                 2.0214,                  1.226,                 1.6578,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.0851,                 0.4808,                 1.5616,                 0.9779,                0.93393,                0.97701,                0.72573,                 2.0916,                 1.1286,                 1.6692,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.0931,                0.47178,                 1.5775,                0.96944,                0.91634,                0.96613,                0.74535,                 1.9756,                  1.425,                 1.6519,                0.00101,                0.00101,                0.00101
                     52,                 1.0922,                0.47157,                 1.5631,                0.96336,                0.92222,                0.96961,                0.72782,                 2.1171,                 1.1501,                 1.6737,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.1109,                 0.4986,                 1.5571,                0.96535,                0.91667,                0.97889,                0.73699,                  2.102,                  1.281,                 1.6718,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.0816,                0.46588,                 1.5599,                0.98829,                0.90444,                0.97707,                0.71356,                 2.1836,                 1.1007,                 1.6837,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.0906,                0.46545,                 1.5659,                0.97395,                0.92333,                0.97621,                0.73413,                 2.0793,                  1.158,                 1.6753,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.0505,                 0.4571,                 1.5547,                0.96739,                0.92292,                0.96943,                0.71617,                 2.1748,                 1.2686,                  1.675,               0.000911,               0.000911,               0.000911
                     57,                 1.0429,                0.44782,                 1.5736,                0.97226,                0.88667,                0.95335,                0.72116,                 2.1003,                 1.6077,                 1.6773,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.0358,                0.44411,                 1.5613,                 0.9806,                0.89841,                0.96346,                0.73447,                  2.039,                 1.4934,                 1.6714,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.0126,                 0.4318,                 1.5685,                0.96501,                0.88667,                0.95312,                0.71332,                 2.1437,                   1.73,                 1.6716,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.0066,                0.44103,                  1.558,                0.96667,                0.91111,                0.96496,                0.73654,                 2.0658,                 1.3639,                 1.6579,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.0103,                0.42826,                 1.5587,                 0.9771,                0.90065,                0.95937,                0.71957,                 2.1394,                   1.58,                 1.6796,               0.000812,               0.000812,               0.000812
                     62,                 1.0231,                0.43847,                 1.5575,                 0.9686,                0.90333,                0.96091,                0.70615,                  2.158,                 1.4866,                 1.6895,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.0204,                0.43867,                 1.5484,                 0.9863,                0.90778,                0.96451,                0.72285,                 2.1028,                 1.4211,                 1.6745,              0.0007724,              0.0007724,              0.0007724
                     64,                0.99661,                0.41872,                 1.5635,                0.97693,                0.89404,                 0.9619,                0.72472,                 2.1055,                 1.5246,                 1.6769,              0.0007526,              0.0007526,              0.0007526
                     65,                0.98974,                0.42191,                  1.552,                0.97844,                0.90747,                0.96322,                0.73634,                 2.0357,                 1.5212,                 1.6674,              0.0007328,              0.0007328,              0.0007328
                     66,                0.98107,                0.42125,                 1.5484,                0.98812,                0.90222,                0.96432,                 0.7319,                 2.0651,                 1.3953,                  1.673,               0.000713,               0.000713,               0.000713
                     67,                0.97016,                0.41579,                 1.5555,                0.97484,                0.90401,                 0.9611,                0.72011,                 2.0831,                  1.505,                 1.6865,              0.0006932,              0.0006932,              0.0006932
                     68,                0.98809,                0.42506,                 1.5633,                 0.9752,                0.91333,                0.96946,                0.74668,                 2.0379,                 1.3576,                 1.6641,              0.0006734,              0.0006734,              0.0006734
                     69,                0.96548,                0.41548,                 1.5599,                0.96122,                0.90874,                0.96211,                0.73982,                 2.0735,                 1.4279,                 1.6713,              0.0006536,              0.0006536,              0.0006536
                     70,                 0.9666,                 0.4066,                 1.5595,                0.97317,                0.92682,                0.97839,                0.74901,                 2.0425,                 1.2077,                 1.6639,              0.0006338,              0.0006338,              0.0006338
                     71,                0.95066,                0.40391,                 1.5616,                0.97258,                0.91889,                0.97316,                0.72832,                 2.0935,                 1.2712,                 1.6724,               0.000614,               0.000614,               0.000614
                     72,                0.95015,                0.41151,                 1.5592,                0.97914,                0.88682,                0.95432,                0.73892,                 2.0166,                 1.5655,                  1.657,              0.0005942,              0.0005942,              0.0005942
                     73,                0.97386,                0.42184,                 1.5614,                 0.9871,                   0.89,                0.95501,                0.73384,                 2.0567,                 1.5654,                 1.6728,              0.0005744,              0.0005744,              0.0005744
                     74,                 0.9302,                0.39222,                 1.5556,                0.97953,                0.90381,                0.96719,                0.74184,                  2.009,                 1.3908,                 1.6605,              0.0005546,              0.0005546,              0.0005546
                     75,                0.95538,                 0.4017,                 1.5462,                0.97866,                0.90667,                0.96465,                0.72921,                 2.0738,                 1.4369,                 1.6682,              0.0005348,              0.0005348,              0.0005348
                     76,                0.90319,                0.38654,                 1.5561,                0.98551,                0.90556,                0.97289,                0.74259,                 2.0296,                 1.3146,                 1.6639,               0.000515,               0.000515,               0.000515
                     77,                0.91182,                0.38806,                 1.5478,                0.97478,                0.93222,                 0.9763,                 0.7456,                 2.0381,                 1.2084,                 1.6645,              0.0004952,              0.0004952,              0.0004952
                     78,                0.91802,                0.40301,                 1.5587,                0.97359,                0.90124,                0.96528,                0.74952,                  2.009,                 1.4626,                 1.6669,              0.0004754,              0.0004754,              0.0004754
                     79,                0.90258,                0.38478,                 1.5517,                0.96809,                0.91001,                0.96643,                0.74072,                 2.0099,                  1.465,                 1.6623,              0.0004556,              0.0004556,              0.0004556
                     80,                0.90059,                0.39304,                 1.5501,                0.97676,                0.90222,                0.96087,                0.73346,                 2.0122,                 1.5391,                 1.6533,              0.0004358,              0.0004358,              0.0004358
                     81,                0.89488,                0.38749,                 1.5555,                0.97363,                0.90333,                0.96377,                0.74556,                 1.9901,                 1.4134,                 1.6587,               0.000416,               0.000416,               0.000416
                     82,                0.88735,                 0.3797,                 1.5525,                0.99618,                0.89333,                0.95476,                0.73337,                 2.0395,                 1.7122,                 1.6649,              0.0003962,              0.0003962,              0.0003962
                     83,                0.85694,                0.37058,                  1.553,                0.97572,                   0.91,                0.96379,                0.73342,                 2.0289,                 1.4253,                 1.6663,              0.0003764,              0.0003764,              0.0003764
                     84,                0.86391,                0.37287,                 1.5512,                0.97578,                0.91111,                0.96101,                0.73067,                 2.0669,                 1.4762,                 1.6682,              0.0003566,              0.0003566,              0.0003566
                     85,                0.87176,                0.36903,                 1.5613,                0.99738,                0.88778,                0.95791,                0.73715,                 2.0079,                 1.5774,                 1.6622,              0.0003368,              0.0003368,              0.0003368
                     86,                0.84789,                0.36813,                 1.5471,                0.97932,                0.89455,                0.95562,                0.73108,                 2.0708,                 1.5288,                 1.6712,               0.000317,               0.000317,               0.000317
                     87,                0.83791,                0.35992,                  1.555,                0.99134,                0.89065,                0.95719,                0.72745,                 2.0856,                 1.6313,                 1.6704,              0.0002972,              0.0002972,              0.0002972
                     88,                0.84053,                0.36615,                 1.5465,                0.98652,                0.89473,                0.95559,                0.73972,                  2.009,                 1.5371,                 1.6648,              0.0002774,              0.0002774,              0.0002774
                     89,                0.84449,                0.36499,                 1.5566,                0.99255,                    0.9,                0.96552,                0.73859,                 2.0545,                 1.4552,                 1.6795,              0.0002576,              0.0002576,              0.0002576
                     90,                0.82719,                 0.3473,                 1.5392,                0.98527,                0.90222,                 0.9591,                0.73195,                 2.0246,                 1.4582,                 1.6631,              0.0002378,              0.0002378,              0.0002378
                     91,                0.80894,                0.35632,                 1.5374,                0.97746,                0.91546,                0.96556,                 0.7387,                 2.0516,                 1.4817,                 1.6663,               0.000218,               0.000218,               0.000218
                     92,                0.79514,                0.33736,                 1.5445,                0.97849,                0.90667,                0.96147,                0.74016,                 2.0584,                 1.5401,                 1.6729,              0.0001982,              0.0001982,              0.0001982
                     93,                0.79388,                0.32796,                 1.5445,                0.98213,                0.91614,                0.96769,                0.73926,                 2.0715,                 1.4193,                 1.6769,              0.0001784,              0.0001784,              0.0001784
                     94,                0.77672,                0.32617,                 1.5274,                0.97345,                0.90444,                0.96033,                0.74192,                  2.055,                   1.55,                 1.6773,              0.0001586,              0.0001586,              0.0001586
                     95,                0.78046,                0.32841,                 1.5395,                 0.9795,                0.90235,                0.96018,                0.74374,                 2.0332,                 1.5736,                 1.6742,              0.0001388,              0.0001388,              0.0001388
                     96,                0.76081,                0.32023,                 1.5315,                0.98068,                0.90226,                0.96158,                0.73783,                 2.0552,                 1.5773,                  1.678,               0.000119,               0.000119,               0.000119
                     97,                0.75123,                0.31299,                 1.5439,                0.98606,                   0.89,                0.95664,                0.73867,                 2.0481,                   1.64,                 1.6751,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 0.7574,                0.32589,                 1.5355,                0.98399,                0.90333,                0.96079,                0.74312,                 2.0185,                 1.6073,                 1.6701,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.74024,                0.31988,                 1.5317,                0.99382,                0.89285,                0.96314,                0.74578,                 2.0152,                 1.5396,                  1.669,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.73375,                0.30932,                 1.5373,                 0.9877,                0.89241,                0.96146,                0.74461,                 2.0045,                 1.5748,                 1.6674,               3.98e-05,               3.98e-05,               3.98e-05
